Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI)
Kovacikia minuta,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Kovacikia minuta],🟢 Confirmed,WP_224341062.1
Phormidium nigroviride,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Phormidium nigroviride],🟢 Confirmed,WP_223300706.1
Synechococcus sp. CCY 0621,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Synechococcus sp. CCY 0621],🟢 Confirmed,WP_216906749.1
Prochlorothrix hollandica,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Prochlorothrix hollandica],🟢 Confirmed,WP_202950935.1
Nostoc linckia,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc linckia],🟢 Confirmed,WP_199349168.1
Nostoc foliaceum,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc foliaceum],🟢 Confirmed,WP_199344994.1
Trichocoleus sp. FACHB-262,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Trichocoleus sp. FACHB-262],🟢 Confirmed,WP_199300370.1
unclassified Synechococcus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [unclassified Synechococcus],🟢 Confirmed,WP_197162816.1
Nostoc sp. NZL,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc sp. NZL],🟢 Confirmed,WP_196514085.1
unclassified Coleofasciculus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Coleofasciculus],🟢 Confirmed,WP_193877265.1
Anabaena catenula,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Anabaena catenula],🟢 Confirmed,WP_190906463.1
Microcoleus vaginatus,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Microcoleus vaginatus],🟢 Confirmed,WP_190743541.1
Microcoleus vaginatus,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Microcoleus vaginatus],🟢 Confirmed,WP_190743539.1
Scytonema hofmannii,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Scytonema hofmannii],🟢 Confirmed,WP_148662857.1
Nostocales,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [Nostocales],🟢 Confirmed,WP_038082783.1
unclassified Nostoc,alpha-amylase,3.2.1.1,starch,MULTISPECIES: galactose oxidase-like domain-containing protein [unclassified Nostoc],🟢 Confirmed,WP_448269890.1
unclassified Nostoc,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Nostoc]",🟢 Confirmed,WP_448268034.1
unclassified Nostoc,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Nostoc],🟢 Confirmed,WP_445632199.1
unclassified Nostoc,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_445626276.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,sugar phosphorylase [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_449001367.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_449000961.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_449000909.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_449000190.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_448999278.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Myxosarcina sp. GI1(2024)]",🟢 Confirmed,WP_448998780.1
Myxosarcina sp. GI1(2024),alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_448998241.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448604727.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448604089.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448604088.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Thermoleptolyngbya sp.]",🟢 Confirmed,WP_448603762.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448602646.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448601495.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448600166.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448599968.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448599824.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448598679.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448598366.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Thermoleptolyngbya sp.]",🟢 Confirmed,WP_448598266.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448597275.1
Thermoleptolyngbya sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448596918.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Trichothermofontia sp.],🟢 Confirmed,WP_448573100.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Trichothermofontia sp.],🟢 Confirmed,WP_448571830.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Trichothermofontia sp.],🟢 Confirmed,WP_448571264.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Trichothermofontia sp.]",🟢 Confirmed,WP_448571166.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Trichothermofontia sp.],🟢 Confirmed,WP_448562006.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Trichothermofontia sp.]",🟢 Confirmed,WP_448561258.1
Trichothermofontia sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Trichothermofontia sp.],🟢 Confirmed,WP_448561082.1
Parathermosynechococcus lividus,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Parathermosynechococcus lividus]",🟢 Confirmed,WP_448533183.1
Parathermosynechococcus lividus,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Parathermosynechococcus lividus]",🟢 Confirmed,WP_448525477.1
Parathermosynechococcus lividus,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Parathermosynechococcus lividus]",🟢 Confirmed,WP_448514976.1
Gloeomargarita sp.,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Gloeomargarita sp.],🟢 Confirmed,WP_448380601.1
Gloeomargarita sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Gloeomargarita sp.]",🟢 Confirmed,WP_448380584.1
Phormidesmis priestleyi,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis priestleyi],🟢 Confirmed,WP_448284238.1
Phormidesmis priestleyi,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Phormidesmis priestleyi]",🟢 Confirmed,WP_448282742.1
Phormidesmis priestleyi,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Phormidesmis priestleyi],🟢 Confirmed,WP_448281863.1
Phormidesmis priestleyi,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Phormidesmis priestleyi],🟢 Confirmed,WP_448281233.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448275550.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448274032.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448273729.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448273383.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448273382.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448273204.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448272786.1
Nostoc sp. DSM 114160,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448272541.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448268044.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448267677.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448267254.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 13 protein [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448266834.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448266781.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448265291.1
Nostoc sp. DSM 114159,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448265041.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus chthonoplastes]",🟢 Confirmed,WP_446383935.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus chthonoplastes]",🟢 Confirmed,WP_446345582.1
Acaryochloris marina,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Acaryochloris marina]",🟢 Confirmed,WP_446074616.1
Nostoc sp. CALU 1950,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Nostoc sp. CALU 1950],🟢 Confirmed,WP_435020654.1
Pseudanabaena minima,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Pseudanabaena minima],🟢 Confirmed,WP_434683796.1
Phormidesmis sp. 146-33,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis sp. 146-33],🟢 Confirmed,WP_446879346.1
Phormidesmis sp. 146-33,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Phormidesmis sp. 146-33]",🟢 Confirmed,WP_446876965.1
unclassified Phormidesmis,alpha-amylase,3.2.1.1,starch,MULTISPECIES: glycoside hydrolase family 57 protein [unclassified Phormidesmis],🟢 Confirmed,WP_446868273.1
Phormidesmis sp. 146-12,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis sp. 146-12],🟢 Confirmed,WP_446866963.1
Phormidesmis sp. 146-12,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Phormidesmis sp. 146-12]",🟢 Confirmed,WP_446866042.1
unclassified Phormidesmis,alpha-amylase,3.2.1.1,starch,MULTISPECIES: glycoside hydrolase family 57 protein [unclassified Phormidesmis],🟢 Confirmed,WP_446862626.1
unclassified Phormidesmis,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Phormidesmis],🟢 Confirmed,WP_446860061.1
unclassified Phormidesmis,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Phormidesmis],🟢 Confirmed,WP_446858409.1
unclassified Phormidesmis,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Phormidesmis]",🟢 Confirmed,WP_446856617.1
Pantanalinema sp. GBBB05,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Pantanalinema sp. GBBB05],🟢 Confirmed,WP_432810113.1
Cyanobacterium sp. IPPAS B-1200,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069791442.1
Cyanobacterium sp. IPPAS B-1200,alpha-amylase,3.2.1.1,starch,alpha-amylase [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069790623.1
Cyanobacterium sp. IPPAS B-1200,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 13 protein [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069790491.1
Cyanobacterium sp. IPPAS B-1200,alpha-amylase,3.2.1.1,starch,family 10 glycosylhydrolase [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069789691.1
Cyanobacterium sp. IPPAS B-1200,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Cyanobacterium sp. IPPAS B-1200]",🟢 Confirmed,WP_069789532.1
Cyanobacterium sp. IPPAS B-1200,alpha-amylase,3.2.1.1,starch,glycoside hydrolase [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069789258.1
Cyanobacterium sp. HL-69,alpha-amylase,3.2.1.1,starch,alpha-amylase [Cyanobacterium sp. HL-69],🟢 Confirmed,WP_446684340.1
Cyanobacterium sp. HL-69,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 13 protein [Cyanobacterium sp. HL-69],🟢 Confirmed,WP_446684226.1
Cyanobacterium sp. HL-69,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Cyanobacterium sp. HL-69],🟢 Confirmed,WP_446682442.1
Cyanobacterium sp. HL-69,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Cyanobacterium sp. HL-69]",🟢 Confirmed,WP_446682357.1
Phormidesmis sp. 146-33,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis sp. 146-33],🟢 Confirmed,KAM3109440.1
Phormidesmis sp. 146-20,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Phormidesmis sp. 146-20],🟢 Confirmed,KAM3108824.1
Phormidesmis sp. 146-20,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis sp. 146-20],🟢 Confirmed,KAM3106020.1
Phormidesmis sp. 146-12,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis sp. 146-12],🟢 Confirmed,KAM3101675.1
Phormidesmis sp. 146-35,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Phormidesmis sp. 146-35],🟢 Confirmed,KAM3096589.1
Phormidesmis sp. 146-35,alpha-amylase,3.2.1.1,starch,alpha-amylase [Phormidesmis sp. 146-35],🟢 Confirmed,KAM3093002.1
unclassified Coleofasciculus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Coleofasciculus],🟢 Confirmed,WP_446338892.1
Coleofasciculus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: glycoside hydrolase family 57 protein [Coleofasciculus],🟢 Confirmed,WP_006104699.1
Coleofasciculus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [Coleofasciculus],🟢 Confirmed,WP_006104326.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp.]",🟢 Confirmed,WP_446421659.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha amylase C-terminal domain-containing protein [Coleofasciculus sp.],🟢 Confirmed,WP_446421507.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus sp.],🟢 Confirmed,WP_446421448.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446421089.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp.],🟢 Confirmed,WP_446420068.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446419999.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 31 protein [Coleofasciculus sp.],🟢 Confirmed,WP_446418323.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446418212.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446418062.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,"alpha-amylase, partial [Coleofasciculus sp.]",🟡 Probable/Hypothetical,WP_446417303.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,"alpha-amylase family glycosyl hydrolase, partial [Coleofasciculus sp.]",🟡 Probable/Hypothetical,WP_446416663.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446415684.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446415297.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,"alpha-amylase, partial [Coleofasciculus sp.]",🟡 Probable/Hypothetical,WP_446415246.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446411958.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp.]",🟢 Confirmed,WP_446411831.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp.],🟢 Confirmed,WP_446408833.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446407818.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp.],🟢 Confirmed,WP_446407293.1
Coleofasciculus sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp.]",🟢 Confirmed,WP_446406482.1
Coleofasciculus sp. C1-SOL-03,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. C1-SOL-03],🟢 Confirmed,WP_446405656.1
Coleofasciculus sp. C1-SOL-03,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. C1-SOL-03],🟢 Confirmed,WP_446404754.1
Coleofasciculus sp. C1-SOL-03,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. C1-SOL-03],🟢 Confirmed,WP_446402610.1
Coleofasciculus sp. C1-SOL-03,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. C1-SOL-03]",🟢 Confirmed,WP_446401339.1
Coleofasciculus sp. C1-SOL-03,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. C1-SOL-03],🟢 Confirmed,WP_446400570.1
Coleofasciculus sp. E1-EBD-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E1-EBD-02],🟢 Confirmed,WP_446398923.1
Coleofasciculus sp. E1-EBD-02,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. E1-EBD-02]",🟢 Confirmed,WP_446398814.1
Coleofasciculus sp. E1-EBD-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E1-EBD-02],🟢 Confirmed,WP_446397580.1
Coleofasciculus sp. E1-EBD-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E1-EBD-02],🟢 Confirmed,WP_446396631.1
Coleofasciculus sp. E1-EBD-02,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. E1-EBD-02],🟢 Confirmed,WP_446395466.1
Coleofasciculus sp. E1-EBD-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E1-EBD-02],🟢 Confirmed,WP_446394369.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446392504.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. B1-GNL1-01]",🟢 Confirmed,WP_446391022.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446389940.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446388580.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446388504.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446387158.1
Coleofasciculus sp. B1-GNL1-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446386662.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446385774.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446384694.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446384614.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446384306.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446384102.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,alpha amylase C-terminal domain-containing protein [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446380964.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446380811.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446380143.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446378270.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. E2-BRE-01]",🟢 Confirmed,WP_446376126.1
Coleofasciculus sp. E2-BRE-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446376012.1
Coleofasciculus sp. D1-CHI-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446373863.1
Coleofasciculus sp. D1-CHI-01,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446373609.1
Coleofasciculus sp. D1-CHI-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446372801.1
Coleofasciculus sp. D1-CHI-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446372408.1
Coleofasciculus sp. D1-CHI-01,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. D1-CHI-01]",🟢 Confirmed,WP_446371555.1
Coleofasciculus sp. D1-CHI-01,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446371420.1
Coleofasciculus sp. G3-WIS-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G3-WIS-01],🟢 Confirmed,WP_446371068.1
Coleofasciculus sp. G3-WIS-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G3-WIS-01],🟢 Confirmed,WP_446368843.1
Coleofasciculus sp. G3-WIS-01,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. G3-WIS-01]",🟢 Confirmed,WP_446368732.1
